name,url,cr,type,size,ac,hp,speed,align,legendary,source,str,dex,con,int,wis,cha
stone-cursed,NULL,1,construct,Medium,17,19,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
stone-giant,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant,7,giant,Huge,17,126,NULL,neutral,NULL,Monster Manual (SRD),23.0,15.0,20.0,10.0,12.0,9.0
stone-giant-dreamwalker,https://www.aidedd.org/dnd/monstres.php?vo=stone-giant-dreamwalker,10,giant (stone giant),Huge,18,161,NULL,chaotic neutral,NULL,Volo's Guide to Monsters,23.0,14.0,21.0,10.0,8.0,12.0
stone-golem,https://www.aidedd.org/dnd/monstres.php?vo=stone-golem,10,construct,Large,17,178,NULL,unaligned,NULL,Monster Manual (SRD),22.0,9.0,20.0,3.0,11.0,1.0
stone-juggernaut,NULL,12,construct,Large,15,157,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
storm-giant,https://www.aidedd.org/dnd/monstres.php?vo=storm-giant,13,giant,Huge,16,230,swim,chaotic good,NULL,Monster Manual (SRD),29.0,14.0,20.0,16.0,18.0,18.0
storm-giant-quintessent,NULL,16,giant (storm giant),Huge,12,230,"fly, swim",chaotic good,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
strahd-von-zarovich,NULL,15,undead (shapechanger),Medium,16,144,NULL,lawful evil,NULL,Adventures (Curse of Strahd),NULL,NULL,NULL,NULL,NULL,NULL
su-monster,NULL,1,monstrosity,Medium,12,27,NULL,chaotic evil,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
succubus,https://www.aidedd.org/dnd/monstres.php?vo=succubus,4,fiend (shapechanger),Medium,15,66,fly,neutral evil,NULL,Monster Manual (SRD),8.0,17.0,13.0,15.0,12.0,20.0
summer-eladrin,NULL,10,fey (elf),Medium,19,127,NULL,chaotic neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
swarm-of-bats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-bats,1/4,swarm of Tiny beasts,Medium,12,22,fly,unaligned,NULL,Monster Manual (SRD),5.0,15.0,10.0,2.0,12.0,4.0
swarm-of-cranium-rats,NULL,5,swarm of Tiny beasts,Medium,12,36,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
swarm-of-insects,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-insects,1/2,swarm of Tiny beasts,Medium,12,22,NULL,unaligned,NULL,Monster Manual (SRD),3.0,13.0,10.0,1.0,7.0,1.0
swarm-of-poisonous-snakes,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-poisonous-snakes,2,swarm of Tiny beasts,Medium,14,36,swim,unaligned,NULL,Monster Manual (SRD),8.0,18.0,11.0,1.0,10.0,3.0
swarm-of-quippers,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-quippers,1,swarm of Tiny beasts,Medium,13,28,swim,unaligned,NULL,Monster Manual (SRD),13.0,16.0,9.0,1.0,7.0,2.0
swarm-of-rats,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rats,1/4,swarm of Tiny beasts,Medium,10,24,NULL,unaligned,NULL,Monster Manual (SRD),9.0,11.0,9.0,2.0,10.0,3.0
swarm-of-ravens,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-ravens,1/4,swarm of Tiny beasts,Medium,12,24,fly,unaligned,NULL,Monster Manual (SRD),6.0,14.0,8.0,3.0,12.0,6.0
swarm-of-rot-grubs,https://www.aidedd.org/dnd/monstres.php?vo=swarm-of-rot-grubs,1/2,swarm of Tiny beasts,Medium,8,22,NULL,unaligned,NULL,Volo's Guide to Monsters,2.0,7.0,10.0,1.0,2.0,1.0
swashbuckler,NULL,3,humanoid (any race),Medium,17,66,NULL,any non-lawful alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
sword-wraith-commander,NULL,8,undead,Medium,18,127,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
sword-wraith-warrior,NULL,3,undead,Medium,16,45,NULL,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
tabaxi-hunter,NULL,1,humanoid (tabaxi),Medium,14,40,NULL,chaotic good,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
tabaxi-minstrel,NULL,1/4,humanoid (tabaxi),Medium,12,22,NULL,chaotic good,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
tanarukk,https://www.aidedd.org/dnd/monstres.php?vo=tanarukk,5,"fiend (demon, orc)",Medium,14,95,NULL,chaotic evil,NULL,Volo's Guide to Monsters,18.0,13.0,20.0,9.0,9.0,9.0
tarrasque,https://www.aidedd.org/dnd/monstres.php?vo=tarrasque,30,monstrosity (titan),Gargantuan,25,676,NULL,unaligned,Legendary,Monster Manual (SRD),30.0,11.0,30.0,3.0,11.0,11.0
the-angry,NULL,13,monstrosity,Medium,18,255,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
the-hungry,NULL,11,monstrosity,Medium,17,225,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
the-lonely,NULL,9,monstrosity,Medium,16,112,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
the-lost,NULL,7,monstrosity,Medium,15,78,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
the-wretched,NULL,1/4,monstrosity,Small,15,10,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
thorny,NULL,1,plant,Medium,14,27,NULL,neutral,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
thri-kreen,NULL,1,humanoid (thri-kreen),Medium,15,33,NULL,chaotic neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
thug,https://www.aidedd.org/dnd/monstres.php?vo=thug,1/2,humanoid (any race),Medium,11,32,NULL,any non-good alignment,NULL,Monster Manual (SRD),15.0,11.0,14.0,10.0,10.0,11.0
tiamat,NULL,30,fiend,Gargantuan,25,615,fly,chaotic evil,NULL,Adventures (Tyranny of Dragons),NULL,NULL,NULL,NULL,NULL,NULL
tiger,https://www.aidedd.org/dnd/monstres.php?vo=tiger,1,beast,Large,12,37,NULL,unaligned,NULL,Monster Manual (SRD),17.0,15.0,14.0,3.0,12.0,8.0
titivilus,NULL,16,fiend (devil),Medium,20,127,fly,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
tlincalli,NULL,5,monstrosity,Large,15,85,NULL,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
tortle,NULL,1/4,humanoid (tortle),Medium,17,22,NULL,lawful good,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
tortle-druid,NULL,2,humanoid (tortle),Medium,17,33,NULL,lawful neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
transmuter,NULL,5,humanoid (any race),Medium,12,40,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
trapper,NULL,3,monstrosity,Large,13,85,NULL,unaligned,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
treant,https://www.aidedd.org/dnd/monstres.php?vo=treant,9,plant,Huge,16,138,NULL,chaotic good,NULL,Monster Manual (SRD),23.0,8.0,21.0,12.0,16.0,12.0
tri-flower-frond,NULL,1/2,plant,Medium,10,11,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
tribal-warrior,https://www.aidedd.org/dnd/monstres.php?vo=tribal-warrior,1/8,humanoid (any race),Medium,12,11,NULL,any alignment,NULL,Monster Manual (SRD),13.0,11.0,12.0,8.0,11.0,8.0
triceratops,https://www.aidedd.org/dnd/monstres.php?vo=triceratops,5,beast,Huge,13,95,NULL,unaligned,NULL,Monster Manual (SRD),22.0,9.0,17.0,2.0,11.0,5.0
tridrone,NULL,1/2,construct,Medium,15,16,NULL,lawful neutral,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
troglodyte,https://www.aidedd.org/dnd/monstres.php?vo=troglodyte,1/4,humanoid (troglodyte),Medium,11,13,NULL,chaotic evil,NULL,Monster Manual (BR),14.0,10.0,14.0,6.0,10.0,6.0
troll,https://www.aidedd.org/dnd/monstres.php?vo=troll,5,giant,Large,15,84,NULL,chaotic evil,NULL,Monster Manual (SRD),18.0,13.0,20.0,7.0,9.0,7.0
twig-blight,https://www.aidedd.org/dnd/monstres.php?vo=twig-blight,1/8,plant,Small,13,4,NULL,neutral evil,NULL,Monster Manual (SRD),6.0,13.0,12.0,4.0,8.0,3.0
tyrannosaurus-rex,https://www.aidedd.org/dnd/monstres.php?vo=tyrannosaurus-rex,8,beast,Huge,13,136,NULL,unaligned,NULL,Monster Manual (SRD),25.0,10.0,19.0,2.0,12.0,9.0
ulitharid,NULL,9,aberration,Large,15,127,NULL,lawful evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
ultroloth,NULL,13,fiend (yugoloth),Medium,19,153,fly,neutral evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
umber-hulk,https://www.aidedd.org/dnd/monstres.php?vo=umber-hulk,5,monstrosity,Large,18,93,NULL,chaotic evil,NULL,Monster Manual (BR),20.0,13.0,16.0,9.0,10.0,10.0
unicorn,https://www.aidedd.org/dnd/monstres.php?vo=unicorn,5,celestial,Large,12,67,NULL,lawful good,Legendary,Monster Manual (SRD),18.0,14.0,15.0,11.0,17.0,16.0
uthgardt-shaman,NULL,2,humanoid (human),Medium,13,38,NULL,neutral evil,NULL,Adventures (Storm King's Thunder),NULL,NULL,NULL,NULL,NULL,NULL
vajra-safahr,NULL,13,humanoid (human),Medium,14,126,NULL,lawful neutral,NULL,Adventures (Dragon Heist),NULL,NULL,NULL,NULL,NULL,NULL
vampire,https://www.aidedd.org/dnd/monstres.php?vo=vampire,13,undead (shapechanger),Medium,16,144,NULL,lawful evil,Legendary,Monster Manual (SRD),18.0,18.0,18.0,17.0,15.0,18.0
vampire-spawn,https://www.aidedd.org/dnd/monstres.php?vo=vampire-spawn,5,undead,Medium,15,82,NULL,neutral evil,NULL,Monster Manual (SRD),16.0,16.0,16.0,11.0,10.0,12.0
vampiric-mist,NULL,3,undead,Medium,13,30,fly,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
vargouille,NULL,1,fiend,Tiny,12,13,fly,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
vegepygmy,NULL,1/4,plant,Small,13,9,NULL,neutral,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
vegepygmy-chief,NULL,2,plant,Small,14,33,NULL,neutral,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
velociraptor,NULL,1/4,beast,Tiny,13,10,NULL,unaligned,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
venerable-shadow,https://www.aidedd.org/dnd/monstres.php?vo=venerable-shadow,2,undead,Medium,13,27,NULL,chaotic evil,NULL,Extra (AideDD),6.0,16.0,13.0,6.0,12.0,10.0
venom-troll,NULL,7,giant,Large,15,94,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
veteran,https://www.aidedd.org/dnd/monstres.php?vo=veteran,3,humanoid (any race),Medium,17,58,NULL,any alignment,NULL,Monster Manual (SRD),16.0,13.0,14.0,10.0,11.0,10.0
vine-blight,NULL,1/2,plant,Medium,12,26,NULL,neutral evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
violet-fungus,https://www.aidedd.org/dnd/monstres.php?vo=violet-fungus,1/4,plant,Medium,5,18,NULL,unaligned,NULL,Monster Manual (SRD),3.0,1.0,10.0,1.0,3.0,1.0
vrock,https://www.aidedd.org/dnd/monstres.php?vo=vrock,6,fiend (demon),Large,15,104,fly,chaotic evil,NULL,Monster Manual (SRD),17.0,15.0,18.0,8.0,13.0,8.0
vulture,https://www.aidedd.org/dnd/monstres.php?vo=vulture,0,beast,Medium,10,5,fly,unaligned,NULL,Monster Manual (SRD),7.0,10.0,13.0,2.0,12.0,4.0
war-priest,NULL,9,humanoid (any race),Medium,18,117,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
warhorse,https://www.aidedd.org/dnd/monstres.php?vo=warhorse,1/2,beast,Large,11,19,NULL,unaligned,NULL,Monster Manual (SRD),18.0,12.0,13.0,2.0,12.0,7.0
warhorse-skeleton,https://www.aidedd.org/dnd/monstres.php?vo=warhorse-skeleton,1/2,undead,Large,13,22,NULL,lawful evil,NULL,Monster Manual (SRD),18.0,12.0,15.0,2.0,8.0,5.0
warlock-of-the-archfey,NULL,4,humanoid (any race),Medium,11,49,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
warlock-of-the-fiend,NULL,7,humanoid (any race),Medium,12,78,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
warlock-of-the-great-old-one,NULL,6,humanoid (any race),Medium,12,91,NULL,any alignment,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
warlord,NULL,12,humanoid (any race),Medium,18,229,NULL,any alignment,Legendary,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
warrior-lvl-1,NULL,0,humanoid (any race),Medium,16,13,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
warrior-lvl-2,NULL,0,humanoid (any race),Medium,16,19,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
warrior-lvl-3,NULL,0,humanoid (any race),Medium,16,26,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
warrior-lvl-4,NULL,0,humanoid (any race),Medium,16,32,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
warrior-lvl-5,NULL,0,humanoid (any race),Medium,16,39,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
warrior-lvl-6,NULL,0,humanoid (any race),Medium,16,45,NULL,any alignment,NULL,Essentials Kit,NULL,NULL,NULL,NULL,NULL,NULL
wastrilith,NULL,13,fiend (demon),Large,18,157,swim,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
water-elemental,https://www.aidedd.org/dnd/monstres.php?vo=water-elemental,5,elemental,Large,14,114,swim,neutral,NULL,Monster Manual (SRD),18.0,14.0,18.0,5.0,10.0,8.0
water-elemental-myrmidon,NULL,7,elemental,Medium,18,127,swim,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
water-weird,https://www.aidedd.org/dnd/monstres.php?vo=water-weird,3,elemental,Large,13,58,swim,neutral,NULL,Monster Manual (BR),17.0,16.0,13.0,11.0,10.0,10.0
weasel,https://www.aidedd.org/dnd/monstres.php?vo=weasel,0,beast,Tiny,13,1,NULL,unaligned,NULL,Monster Manual (SRD),3.0,16.0,8.0,2.0,12.0,3.0
werebear,https://www.aidedd.org/dnd/monstres.php?vo=werebear,5,"humanoid (human, shapechanger)",Medium,10,135,NULL,neutral good,NULL,Monster Manual (SRD),19.0,10.0,17.0,11.0,12.0,12.0
wereboar,https://www.aidedd.org/dnd/monstres.php?vo=wereboar,4,"humanoid (human, shapechanger)",Medium,10,78,NULL,neutral evil,NULL,Monster Manual (SRD),17.0,10.0,15.0,10.0,11.0,8.0
wererat,https://www.aidedd.org/dnd/monstres.php?vo=wererat,2,"humanoid (human, shapechanger)",Medium,12,33,NULL,lawful evil,NULL,Monster Manual (SRD),10.0,15.0,12.0,11.0,10.0,8.0
weretiger,https://www.aidedd.org/dnd/monstres.php?vo=weretiger,4,"humanoid (human, shapechanger)",Medium,12,120,NULL,neutral,NULL,Monster Manual (SRD),17.0,15.0,16.0,10.0,13.0,11.0
werewolf,https://www.aidedd.org/dnd/monstres.php?vo=werewolf,3,"humanoid (human, shapechanger)",Medium,11,58,NULL,chaotic evil,NULL,Monster Manual (SRD),15.0,13.0,14.0,10.0,11.0,10.0
white-abishai,NULL,6,fiend (devil),Medium,15,68,fly,lawful evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
white-dragon-wyrmling,https://www.aidedd.org/dnd/monstres.php?vo=white-dragon-wyrmling,2,dragon,Medium,16,32,"fly, swim",chaotic evil,NULL,Monster Manual (SRD),14.0,10.0,14.0,5.0,10.0,11.0
wight,https://www.aidedd.org/dnd/monstres.php?vo=wight,3,undead,Medium,14,45,NULL,neutral evil,NULL,Monster Manual (SRD),15,14,16,10,13,15
wild-dog,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog,1/8,beast,Medium,12,5,NULL,unaligned,NULL,Extra (Adventurers League),13,14,12,3,12,7
wild-dog-alpha,https://www.aidedd.org/dnd/monstres.php?vo=wild-dog-alpha,1,beast,Large,12,26,NULL,unaligned,NULL,Extra (Adventurers League),17,15,13,3,12,8
will-o--wisp,https://www.aidedd.org/dnd/monstres.php?vo=will-o--wisp,2,undead,Tiny,19,22,fly,chaotic evil,NULL,Monster Manual (SRD),1,28,10,13,14,11
winged-kobold,https://www.aidedd.org/dnd/monstres.php?vo=winged-kobold,1/4,humanoid (kobold),Small,13,7,fly,lawful evil,NULL,Monster Manual (BR),7,16,9,8,7,8
winter-eladrin,NULL,10,fey (elf),Medium,19,127,NULL,chaotic neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
winter-wolf,https://www.aidedd.org/dnd/monstres.php?vo=winter-wolf,3,monstrosity,Large,13,75,NULL,neutral evil,NULL,Monster Manual (SRD),18,13,14,7,12,8
wolf,https://www.aidedd.org/dnd/monstres.php?vo=wolf,1/4,beast,Medium,13,11,NULL,unaligned,NULL,Monster Manual (SRD),12,15,12,3,12,6
wood-woad,NULL,5,plant,Medium,18,75,NULL,lawful neutral,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
worg,https://www.aidedd.org/dnd/monstres.php?vo=worg,1/2,monstrosity,Large,13,26,NULL,neutral evil,NULL,Monster Manual (SRD),16,13,13,7,11,8
wraith,https://www.aidedd.org/dnd/monstres.php?vo=wraith,5,undead,Medium,13,67,fly,neutral evil,NULL,Monster Manual (SRD),6,16,16,12,14,15
wyvern,https://www.aidedd.org/dnd/monstres.php?vo=wyvern,6,dragon,Large,13,110,fly,unaligned,NULL,Monster Manual (SRD),19,10,16,5,12,6
xorn,https://www.aidedd.org/dnd/monstres.php?vo=xorn,5,elemental,Medium,19,73,NULL,neutral,NULL,Monster Manual (SRD),17,10,22,11,10,11
xvart,NULL,1/8,humanoid (xvart),Small,13,7,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
xvart-warlock-of-raxivort,NULL,1,humanoid (xvart),Small,12,22,NULL,chaotic evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
yagnoloth,NULL,11,fiend (yugoloth),Large,17,147,NULL,neutral evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
yan-c-bin,NULL,18,elemental,Huge,22,283,fly,neutral evil,NULL,Adventures (Princes of the Apocalypse),NULL,NULL,NULL,NULL,NULL,NULL
yeenoghu,NULL,24,fiend (demon),Huge,20,333,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
yellow-musk-creeper,NULL,2,plant,Medium,6,60,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
yellow-musk-zombie,NULL,1/4,undead,Medium,9,33,NULL,unaligned,NULL,Adventures (Tomb of Annihilation),NULL,NULL,NULL,NULL,NULL,NULL
yeth-hound,NULL,4,fey,Large,14,51,fly,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
yeti,https://www.aidedd.org/dnd/monstres.php?vo=yeti,3,monstrosity,Large,12,51,NULL,chaotic evil,NULL,Monster Manual (SRD),18,13,16,8,12,7
yochlol,NULL,10,"fiend (demon, shapechanger)",Medium,15,136,NULL,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
young-black-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-black-dragon,7,dragon,Large,18,127,"fly, swim",chaotic evil,NULL,Monster Manual (SRD),19,14,17,12,11,15
young-blue-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-blue-dragon,9,dragon,Large,18,152,fly,lawful evil,NULL,Monster Manual (SRD),21,10,19,14,13,17
young-brass-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-brass-dragon,6,dragon,Large,17,110,fly,chaotic good,NULL,Monster Manual (SRD),19,10,17,12,11,15
young-bronze-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-bronze-dragon,8,dragon,Large,18,142,"fly, swim",lawful good,NULL,Monster Manual (SRD),21,10,19,14,13,17
young-copper-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-copper-dragon,7,dragon,Large,17,119,fly,chaotic good,NULL,Monster Manual (SRD),19,12,17,16,13,15
young-gold-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-gold-dragon,10,dragon,Large,18,178,"fly, swim",lawful good,NULL,Monster Manual (SRD),23,14,21,16,13,20
young-green-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-green-dragon,8,dragon,Large,18,136,"fly, swim",lawful evil,NULL,Monster Manual (SRD),19,12,17,16,13,15
young-kruthik,NULL,1/8,monstrosity,Small,16,9,NULL,unaligned,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
young-red-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-red-dragon,10,dragon,Large,18,178,fly,chaotic evil,NULL,Monster Manual (SRD),23,10,21,14,11,19
young-red-shadow-dragon,NULL,13,dragon,Large,18,178,fly,chaotic evil,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
young-remorhaz,NULL,5,monstrosity,Large,14,93,NULL,unaligned,NULL,Monster Manual,NULL,NULL,NULL,NULL,NULL,NULL
young-silver-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-silver-dragon,9,dragon,Large,18,168,fly,lawful good,NULL,Monster Manual (SRD),23,10,21,14,11,19
young-white-dragon,https://www.aidedd.org/dnd/monstres.php?vo=young-white-dragon,6,dragon,Large,17,133,"fly, swim",chaotic evil,NULL,Monster Manual (SRD),18,10,18,6,11,12
yuan-ti-abomination,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-abomination,7,"monstrosity (shapechanger, yuan-ti)",Large,15,127,NULL,neutral evil,NULL,Monster Manual (BR),19,16,17,17,15,18
yuan-ti-anathema,NULL,12,"monstrosity (shapechanger, yuan-ti)",Huge,16,189,swim,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
yuan-ti-broodguard,NULL,2,humanoid (yuan-ti),Medium,14,45,NULL,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
yuan-ti-malison,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-malison,3,"monstrosity (shapechanger, yuan-ti)",Medium,12,66,NULL,neutral evil,NULL,Monster Manual (BR),16,14,13,14,12,16
yuan-ti-mind-whisperer,NULL,4,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,NULL,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
yuan-ti-nightmare-speaker,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-nightmare-speaker,4,"monstrosity (shapechanger, yuan-ti)",Medium,14,71,NULL,neutral evil,NULL,Volo's Guide to Monsters,16,14,13,14,12,16
yuan-ti-pit-master,NULL,5,"monstrosity (shapechanger, yuan-ti)",Medium,14,88,NULL,neutral evil,NULL,Volo's Guide to Monsters,NULL,NULL,NULL,NULL,NULL,NULL
yuan-ti-pureblood,https://www.aidedd.org/dnd/monstres.php?vo=yuan-ti-pureblood,1,humanoid (yuan-ti),Medium,11,40,NULL,neutral evil,NULL,Monster Manual (BR),11,12,11,13,12,14
zaratan,NULL,22,elemental,Gargantuan,21,307,swim,neutral,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
zariel,https://www.aidedd.org/dnd/monstres.php?vo=zariel,26,fiend (devil),Large,21,580,fly,lawful evil,Legendary,Mordenkainen's Tome of Foes,27,24,28,26,27,30
zombie,https://www.aidedd.org/dnd/monstres.php?vo=zombie,1/4,undead,Medium,8,22,NULL,neutral evil,NULL,Monster Manual (SRD),13,6,16,3,6,5
zuggtmoy,NULL,23,fiend (demon),Large,18,304,NULL,chaotic evil,NULL,Mordenkainen's Tome of Foes,NULL,NULL,NULL,NULL,NULL,NULL
