movie_title;release_date;duration_minutes;genre;director;cast;language;country_of_origin;rating;box_office_revenue;currency
Purple Noon (Plein soleil);4/15/1968;197;Thriller;Rodrique Rosenkrantz;Deane Cordoba;Indonesian;Poland;PG;869765665;Zloty
Big Fella;10.11.1911;216;Action;Cherrita Cryer;Leyla Wyche;Tajik;Sweden;PG;351621378;Krona
Fright to the Finish;11/28/2008;237;Action;Robby Sammars;Stormi Scarth;Yiddish;Russia;NC-17;542289009;Ruble
Sexy Beast;4/14/1946;210;Drama;Sarene Canny;Stewart Boyn;Zulu;Russia;PG-13;779021099;Ruble
Secret;3/31/1920;224;Sci-Fi;Ruddy Antonio;Meggi Clackers;Papiamento;China;NC-17;304651779;Yuan Renminbi
Message to Love: The Isle of Wight Festival;1/17/1932;185;Romance;Paulie Pehrsson;Man Garton;Tajik;Belarus;PG;37086827;Ruble
The Man Without a Map;2/26/1925;152;Thriller;Aurea McClory;Joni Thebeaud;Fijian;Philippines;NC-17;933170789;Peso
Mon Paradis - Der Winterpalast;6/16/2020;89;Horror;Lorianne Chillingworth;Linea Flatman;Sotho;Mexico;PG-13;701009291;Peso
Here Comes Peter Cottontail ;9/14/1979;197;Action;Urbanus Le Claire;Windham Longdon;Marathi;China;PG;765096533;Yuan Renminbi
Dr. Akagi (Kanzo sensei);9/14/1987;88;Comedy;Egor Alphonso;Yolanda Flaherty;Mongolian;Azerbaijan;PG;993806536;Manat
Santa's Pocket Watch;4/30/1938;209;Romance;Quintina Sturdy;William Pleasaunce;Khmer;Mali;PG-13;196295388;Franc
Trick or Treat;4/21/1976;181;Sci-Fi;Hieronymus Reignolds;Grover Easom;Luxembourgish;Zimbabwe;PG;704135108;Dollar
Einstein and Eddington;09.11.1920;129;Sci-Fi;Floris Brenston;Elsie Luigi;Fijian;Colombia;R;212728205;Peso
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi);09.06.1930;71;Romance;Druci Pentlow;Meredithe Roff;West Frisian;Netherlands;G;138568871;Euro
Four Seasons (Seasons, The) (Vremena goda);11/24/1933;101;Drama;Cordelia Romagnosi;Augustine Joannidi;Dutch;China;G;413437345;Yuan Renminbi
7 Below (Seven Below);11/16/1925;78;Sci-Fi;Moises Bezant;Berky Nulty;French;China;PG-13;204208327;Yuan Renminbi
Times and Winds (Bes vakit);11/19/1911;135;Drama;Eleonora Bathurst;Cyrus Thackham;Bosnian;Senegal;NC-17;954389930;Franc
New York Stories;7/28/1916;128;Thriller;Radcliffe Dessent;Lorelle Gookey;Telugu;Morocco;NC-17;872518433;Dirham
Perils of the Sentimental Swordsman;2/26/1965;225;Thriller;Rosene Dary;Wallas Blurton;Tswana;Canada;PG-13;886925493;Dollar
Corridor, The (Koridorius);1/25/1980;176;Thriller;Zerk Denning;Alberik Blenkiron;Nepali;China;NC-17;692814003;Yuan Renminbi
L'homme qui rit;9/21/1952;117;Horror;Marcelia Gumary;Malvin Doers;Swati;China;NC-17;182763038;Yuan Renminbi
Walking with Prehistoric Beasts;02.05.1991;67;Thriller;Clarissa Backhouse;Jennifer Ludman;Malay;Gambia;NC-17;136436778;Dalasi
To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence);05.02.2001;158;Action;Elaine Berthod;Burton Fronek;Bislama;France;G;159401854;Euro
Journeys with George;1/20/1932;215;Drama;Noland Bobasch;Maure Bleasdale;Swedish;Sweden;G;624564055;Krona
Spy Kids;11/13/1904;133;Romance;Anita Tabary;Rosa Cowdrey;Malayalam;Guadeloupe;PG;398345718;Euro
Murder on a Sunday Morning (Un coupable idéal);08.06.1982;179;Comedy;Tiertza Heselwood;Gordon Maffetti;Swati;Philippines;G;838263124;Peso
County Teacher, The (Venkovský ucitel);05.01.1941;91;Drama;Waylon Lamming;Audie Morfield;Afrikaans;China;PG;35481234;Yuan Renminbi
London Boulevard;4/22/2006;217;Comedy;Carine Sarjent;Cora Allcorn;Gagauz;United States;PG;453816583;Dollar
Wicked Little Things;09.03.1976;69;Sci-Fi;Marla Critchard;Rhona Lechelle;Punjabi;South Korea;NC-17;698001402;Won
Perfume of the Lady in Black, The (Il profumo della signora in nero);7/27/1940;165;Horror;Danielle Hunstone;Hamnet Guilaem;Spanish;Iceland;NC-17;644172510;Krona
Yol (a.k.a. The Way);8/28/1971;111;Horror;Carma Hollyer;Joelly Maltby;Azeri;Argentina;R;857918881;Peso
Bye Bye Braverman;8/18/1991;77;Thriller;Hakeem Wonham;Judah Qualtrough;Malay;Argentina;G;8509112;Peso
Masterminds;7/30/2012;63;Comedy;Adam Farry;Webb Headrick;Tok Pisin;Brazil;PG-13;134668312;Real
Transfer;11.10.1947;97;Romance;Jeremie Desmond;Elbertine Joly;Kannada;Indonesia;PG;576443793;Rupiah
Green Street Hooligans 2;12/24/1910;98;Sci-Fi;Janek Arro;Wini Skarr;Azeri;Colombia;G;286970839;Peso
Lizard in a Woman's Skin, A (Lucertola con la pelle di donna, Una);6/30/1922;133;Thriller;Martguerita Shoorbrooke;Adi Linney;Malay;Thailand;PG-13;474246735;Baht
Niko & the Way to the Stars (a.k.a. The Flight Before Christmas) (Niko - Lentäjän poika);09.05.1931;102;Sci-Fi;Hesther Aherne;Jacky Caesar;French;Indonesia;NC-17;886690501;Rupiah
Beauty Day;01.02.1981;141;Action;Aristotle Henriques;Emeline Hillitt;Oriya;Indonesia;R;895938432;Rupiah
Shaolin Soccer (Siu lam juk kau);08.01.2004;69;Drama;Corrie Saltwell;Tamera Baugham;Armenian;Indonesia;NC-17;815116051;Rupiah
Rio Rita;10/19/1942;183;Comedy;Lanny Turbill;Madelena Dalliwater;Khmer;United States;NC-17;780387794;Dollar
Professionals, The;10/31/1967;100;Drama;Stewart Blessed;Hester Potteridge;Lao;Portugal;NC-17;90719731;Euro
Princess Ka'iulani;2/25/1983;85;Romance;Micky Amori;Melony Cabrara;Marathi;China;PG-13;471877352;Yuan Renminbi
Scandal (Shubun);02.07.2015;179;Drama;Jamal Jizhaki;Hermina Abdie;Māori;France;NC-17;238854112;Euro
Hippocrates;7/25/1954;130;Romance;Caresa Woodrow;Lucina Southers;Gujarati;China;PG-13;693661838;Yuan Renminbi
Comanche Territory (Territorio comanche);11/15/1966;208;Drama;Gerick Marley;Nonna Schnitter;Hebrew;Azerbaijan;NC-17;493451543;Manat
Mama;1/19/1948;85;Comedy;Pattin Maxwale;Hertha MacScherie;Tetum;Russia;PG-13;798754924;Ruble
Varg Veum - Bitter Flowers (Varg Veum - Bitre Blomster);11/20/1966;79;Sci-Fi;Prince Dimond;Evin Maides;Nepali;China;PG;905267415;Yuan Renminbi
Inspector Palmu's Error (Komisario Palmun erehdys);09.11.1912;80;Sci-Fi;King Grimmert;Elmer Morrissey;Persian;France;NC-17;811081551;Euro
Razortooth;12.07.1962;177;Comedy;Timi Nequest;Dilly Feldbrin;Albanian;Russia;G;187428701;Ruble
4 Horsemen of the Apocalypse, The;12/30/1902;106;Romance;Leora Muffett;Lauraine Klesel;Persian;Norway;G;868268891;Krone
Dirty Carnival, A (Biyeolhan geori);3/19/1984;239;Comedy;Molly Orvis;Candide Aldrin;Hebrew;Argentina;PG;931606653;Peso
Red Baron, The (Der rote Baron);04.07.1986;98;Thriller;Janene Clell;Taddeusz Marrington;French;China;NC-17;540644086;Yuan Renminbi
Queen of Blood;8/15/1945;119;Horror;Hagan Jerromes;Gothart Roback;Georgian;China;PG;240986581;Yuan Renminbi
Suppose They Gave a War and Nobody Came?;06.01.1943;99;Horror;Juliana Piesold;Grethel Klimpt;Amharic;Canada;PG-13;701082537;Dollar
Decline of the American Empire, The (Déclin de l'empire américain, Le);03.12.1963;207;Thriller;Clevey Fidgett;Antons Anglish;Afrikaans;China;PG-13;184235799;Yuan Renminbi
Never Again;1/28/1928;180;Thriller;Tine Terrelly;Findlay Conduit;Dutch;Serbia;PG;837020611;Dinar
Brooklyn;10/17/1953;239;Thriller;Kendre Este;Mateo Ecclesall;Korean;Afghanistan;PG-13;450679430;Afghani
Just Friends;4/17/1905;143;Horror;Wendi Sherrington;Francoise Collaton;Irish Gaelic;Poland;PG;588927667;Zloty
Sweet Home Alabama;01.07.1976;207;Sci-Fi;Tucky Rowley;Evelin Maevela;Burmese;El Salvador;PG;226937713;Dollar
Yertle the Turtle and Other Stories;04.09.1943;215;Sci-Fi;Alyosha Castagno;Terence Durman;Danish;Thailand;R;862951872;Baht
Mercy Streets;03.05.1953;214;Drama;Lily Brayne;Tommie Titt;Hindi;Guatemala;R;609749977;Quetzal
Kart Racer;9/15/1977;113;Thriller;Nealson Spavon;Sophronia Cockett;Gagauz;Tanzania;G;779549149;Shilling
Antarctica;09.01.1945;75;Drama;Hagen Huortic;Emanuel Santore;Korean;Canada;PG-13;676919619;Dollar
Balance;04.04.2022;147;Horror;Sydelle Hryncewicz;Zollie Baudet;Chinese;Eritrea;G;220174396;Nakfa
Rally On! (Ralliraita);3/16/2014;182;Horror;Sutherland Raimbauld;Max Wilkennson;Māori;Bolivia;G;851354586;Boliviano
Big Store, The;10/29/1903;212;Drama;Mervin Hillhouse;Eran Gier;Belarusian;Malaysia;NC-17;698328347;Ringgit
BFFs;5/21/2007;76;Drama;Joceline Lowrey;Tully Parkins;Hindi;Tunisia;G;343808808;Dinar
Madagascar Skin;5/22/1958;229;Sci-Fi;Lane Yacobsohn;Johnette Reames;Sotho;Iceland;PG-13;94316691;Krona
Aliens of the Deep;8/16/1920;111;Comedy;Sybille Swadlin;Constantia Barensky;Luxembourgish;Indonesia;R;617967202;Rupiah
Young Goethe in Love;04.05.1949;180;Sci-Fi;Rhiamon Aspinal;Pammie Prince;Hindi;Mexico;PG;986883783;Peso
Lady Chatterley's Lover;9/15/2008;193;Horror;Thornton Cooksley;Tynan Vuittet;Amharic;Japan;PG-13;155635228;Yen
Apollo 13;1/15/1952;138;Horror;Morry Ort;Witty Sterndale;Kannada;China;PG-13;426167995;Yuan Renminbi
Mía;7/31/1949;182;Action;Channa Jouaneton;Hernando Robichon;Japanese;Israel;NC-17;528296890;Shekel
American Scary;01.02.2002;181;Sci-Fi;Paton Manuelli;Laurie Delamar;Dzongkha;China;R;697538891;Yuan Renminbi
Sun Also Rises, The (Tai yang zhao chang sheng qi);06.11.1982;238;Thriller;Lanna Conelly;Corene Currell;Burmese;United States;G;516422504;Dollar
War Comes to America (Why We Fight, 7);5/20/1975;105;Action;Theresa Belvard;Martha MacAlister;Dhivehi;Honduras;G;105883614;Lempira
List of Adrian Messenger, The;3/23/1947;222;Sci-Fi;Colby Enochsson;Diannne McCumesky;Ndebele;Greece;R;219486788;Euro
Young Unknowns, The;06.05.1922;64;Action;Kaela Buckwell;Linnie Dietsche;Catalan;Colombia;NC-17;357877982;Peso
Last Exorcism Part II, The;6/23/1901;149;Romance;Thorn O'Daly;Corine Boik;Belarusian;Bosnia and Herzegovina;G;969730333;Marka
Wrong Man, The;01.01.2013;172;Sci-Fi;Lolita Madsen;Ashely Govett;Telugu;Poland;PG-13;801814648;Zloty
Max Manus;3/23/1953;197;Horror;Jenine Clubley;Henrie Brenston;Kashmiri;Poland;PG-13;2145306;Zloty
Harry Potter and the Prisoner of Azkaban;09.08.1905;214;Action;Lina Negro;Yulma Ellam;Telugu;Indonesia;NC-17;891120165;Rupiah
Viva Villa!;1/30/2018;136;Romance;Brockie Brasted;Reynolds Magee;Japanese;China;PG-13;566404078;Yuan Renminbi
Camp Hell;09.11.1914;167;Drama;Caril Thying;Hilliard Sharphouse;Arabic;Portugal;PG;337260471;Euro
Amateur;4/16/1917;136;Horror;Daron Skoughman;Christiano Petruska;West Frisian;Ukraine;NC-17;49979058;Hryvnia
Young Black Stallion, The;07.01.1947;218;Sci-Fi;Kaitlynn Lode;Omar McComas;Tamil;China;PG-13;744905892;Yuan Renminbi
Griffin & Phoenix;03.10.1973;118;Romance;Jeanelle Tarbard;Garret Sweetenham;Ndebele;Czech Republic;R;184496292;Koruna
Advanced Style;06.01.1986;143;Action;Rhiamon Rubega;Cynthy Artharg;Haitian Creole;Philippines;R;255089660;Peso
Jönssonligan får guldfeber;9/13/1995;200;Romance;Duke Tidbury;Austin Merrydew;Thai;Russia;NC-17;995918100;Ruble
Life of Crime;2/27/2007;78;Thriller;Hally Causnett;Fabian Vivian;Finnish;Cuba;PG-13;698887618;Peso
Sabata;03.01.2016;113;Thriller;Morgun McElhargy;Ewart Houldcroft;Kyrgyz;Belarus;PG;129921581;Ruble
Stacy;08.10.1957;63;Action;Celestyn Burdus;Joyous Ipwell;Bosnian;China;NC-17;656916475;Yuan Renminbi
Orders Signed in White;09.01.1932;203;Horror;Alfi Cassedy;Natty Roncelli;Romanian;France;PG;95689259;Euro
Beautiful Boy;4/27/1925;124;Comedy;Lynnea Ewebank;Agustin Paradyce;Chinese;Portugal;R;578675551;Euro
As Luck Would Have It (Chispa de la vida, La);5/31/1993;88;Drama;Saunderson Lumb;Cordell Botterman;Assamese;Netherlands;R;615985213;Euro
Underworld: Rise of the Lycans;04.01.1986;148;Horror;Maryann Marjanovic;Gib Learoid;Gujarati;Lesotho;NC-17;192065516;Loti
Whisper of Sin (Nuodemes uzkalbejimas);01.07.1925;158;Thriller;Brandy Bridgestock;Dacy Sparshatt;Filipino;China;R;768460680;Yuan Renminbi
Triple Agent;06.09.1929;85;Comedy;Duff Pietsma;Sharlene D'Avaux;Burmese;Portugal;R;390968037;Euro
Attack!;04.05.2015;237;Horror;Kilian Tolefree;Abagael Edes;Lithuanian;Canada;NC-17;142054213;Dollar
Division III: Football's Finest;05.01.1907;160;Sci-Fi;Florentia Potes;Jolene Georgeot;Lithuanian;China;PG-13;966481433;Yuan Renminbi
Bliss;1/24/1929;70;Action;Ernst Hetterich;Joyan Perfili;Ndebele;Philippines;PG;877130291;Peso
Beyond the Mat;02.12.1974;173;Comedy;Land Kennsley;Lizabeth Yeomans;Tamil;Russia;G;33831449;Ruble
Innocent Man, An;07.02.1904;148;Comedy;Meghann Vize;Tiebout Haveline;Afrikaans;China;R;684730549;Yuan Renminbi
Smokin' Aces 2: Assassins' Ball;7/30/1927;147;Romance;Reginauld Rennocks;Siward Roubottom;Georgian;China;PG;22019658;Yuan Renminbi
Untamed Heart;7/18/1927;187;Drama;Darci Drewett;Deane Antonowicz;Tetum;Brazil;PG-13;873948600;Real
Free Fall;12.12.1902;151;Thriller;Ara Tench;Austine Stathers;Somali;Russia;G;375472989;Ruble
Contractor, The;06.01.1981;141;Comedy;Ted Sisson;Ailina Camamill;Hiri Motu;Russia;G;609757552;Ruble
Making the Earth Stand Still;11/30/1962;127;Thriller;Victoir Mulbery;Jeff Payley;Maltese;Indonesia;PG-13;566930009;Rupiah
Princess O'Rourke;6/23/2020;204;Thriller;Thea Tregensoe;Farrel Rikard;Finnish;Portugal;R;539130082;Euro
California Solo;05.09.1933;110;Drama;Emanuel Klyn;Darcy Meneyer;Somali;China;PG-13;658421957;Yuan Renminbi
Carcasses;07.02.2020;124;Sci-Fi;King McHardy;Sherilyn Raeside;Maltese;Kazakhstan;G;744308471;Tenge
Christmas Eve;11.05.2017;193;Drama;Mohandas Bees;Dotty Father;Korean;France;PG;388364421;Euro
Sense & Sensibility;1/13/1938;85;Sci-Fi;Thornie Andras;Ilario Abelovitz;Ndebele;Indonesia;R;61000447;Rupiah
Prom Queen: The Marc Hall Story;03.03.1933;67;Thriller;Cordie Bernaciak;Anne Lorent;Romanian;Honduras;NC-17;332225979;Lempira
Animal Crackers;07.07.2011;181;Drama;Siward Beggio;Farlie Allery;Afrikaans;Nigeria;PG-13;412263274;Naira
Warrendale;5/25/1904;236;Horror;Griswold Caff;Merrile Gierke;Dari;Iran;G;28478431;Rial
Running Man, The;3/23/2019;220;Sci-Fi;Ajay Agent;Bobbie Inde;Albanian;Mexico;PG-13;542749856;Peso
Teenage Dirtbag;08.11.1940;189;Romance;Brenden Shevill;Katey Lansdowne;Persian;Indonesia;NC-17;650863376;Rupiah
Guns at Batasi;3/22/1951;212;Sci-Fi;Dasya Gossling;Nevins Flagg;Montenegrin;China;G;46020595;Yuan Renminbi
Heart of Midnight;11.07.1972;138;Action;Banky Lemmers;Jerad Nann;Maltese;China;NC-17;629232526;Yuan Renminbi
Mater and the Ghostlight;4/27/1925;145;Comedy;Elias Rumming;Will Lepard;Azeri;Honduras;R;313295615;Lempira
Loving You;7/22/1928;192;Action;Gunther Dungay;Sharai Mabon;Japanese;China;PG-13;669851086;Yuan Renminbi
Pathetic Fallacy (Ajantrik);08.12.1990;217;Action;Brien Parramore;Avis Kingzeth;Malagasy;Poland;R;328290535;Zloty
Deathstalker II;6/16/2016;198;Sci-Fi;Derry Burgen;Miguelita Caltera;Bulgarian;Syria;G;865465592;Pound
Ripe;10/24/1961;121;Thriller;Hollie Beadnall;Staffard De Blasi;Amharic;Poland;NC-17;870452000;Zloty
Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu);4/27/1992;159;Romance;Tamarra Bennitt;Sharron Woolway;Armenian;China;PG-13;170267299;Yuan Renminbi
Monuments Men, The;07.02.1998;79;Romance;Daphene Eiler;Ludovico Sywell;Irish Gaelic;Philippines;NC-17;904913994;Peso
One Man Against the Organization;03.07.1905;203;Sci-Fi;Reinaldos Brewerton;Harriett Povele;Armenian;Dominican Republic;PG-13;378460561;Peso
The Happy Road;2/16/1932;216;Thriller;Ariana Tiddeman;Genvieve Rowaszkiewicz;Afrikaans;Indonesia;PG-13;771911460;Rupiah
Incredible Burt Wonderstone, The;5/23/1983;155;Comedy;Sloan Dewdeny;Thorvald Eames;Dhivehi;Indonesia;R;750874394;Rupiah
Open Grave;11/17/1918;62;Horror;Boycie Brockest;Isobel Ship;Punjabi;Japan;G;308948738;Yen
Mother Joan of the Angels (Matka Joanna od aniolów);8/16/1900;217;Thriller;Sidney Hayes;Tawsha Assiratti;Lithuanian;Indonesia;PG-13;661015838;Rupiah
Everly;11.04.1999;190;Comedy;Kingston Dagg;Herminia Swalwel;Swahili;Peru;PG;483234677;Sol
Until the Light Takes Us;09.06.1959;227;Thriller;Emma Reddecliffe;Kaela Pennigar;Burmese;Philippines;PG-13;488645165;Peso
Let's Get Those English Girls;12/30/1921;172;Action;Rick Slopier;Latrena Dorrance;Persian;Indonesia;NC-17;473692701;Rupiah
Admiral Yamamoto;10/31/1993;73;Romance;Rob Ziemecki;Alvina Tidbold;Korean;Bosnia and Herzegovina;R;829268564;Marka
Cell Count;10/29/1935;181;Comedy;Priscella Droogan;Morey Crocumbe;Albanian;Brazil;PG-13;422723205;Real
Syrian Bride, The;2/25/1924;196;Sci-Fi;Rodge Szantho;Sumner Hazeltine;French;Slovenia;R;253487927;Euro
Dead Tired (Grosse Fatigue);9/14/1950;176;Sci-Fi;Denny O'Fallone;Berty Dummett;Irish Gaelic;Moldova;PG;427501762;Leu
Super Fly (Superfly);11.12.1943;121;Comedy;Juline Dronsfield;Gregoor Darragon;Italian;China;PG;487509725;Yuan Renminbi
Buster Keaton: A Hard Act to Follow;6/14/1980;65;Horror;Shana Leddie;Bride Wharmby;Sotho;Philippines;PG-13;369286829;Peso
Reasonable Doubt;5/23/1986;231;Romance;Abra Kellog;Pansie Lawman;Lithuanian;Peru;NC-17;353260851;Sol
Pirates Who Don't Do Anything: A VeggieTales Movie, The;7/28/1939;143;Comedy;Fedora De Francisci;Ianthe Galsworthy;Spanish;France;NC-17;501679558;Euro
Makai Tensho: Samurai Reincarnation (Makai tenshô);03.07.1969;207;Horror;Danielle Swancott;Timmy Juhruke;Yiddish;China;PG;193081496;Yuan Renminbi
Joyride;09.07.1937;103;Action;Ethelin Boxe;Arri Penbarthy;Hebrew;Ecuador;PG-13;339119704;Dollar
Neurons to Nirvana;3/28/1967;154;Horror;Marc Caplen;Bogey Barr;Hiri Motu;Russia;PG;157707939;Ruble
One Million B.C.;8/22/2000;181;Horror;Deanna Steward;Jany Licquorish;Kashmiri;Nigeria;R;978665154;Naira
Make Like a Thief (Juokse kuin varas);9/14/2006;112;Drama;Tomkin Boydon;Linn Spencers;Tamil;China;G;698599770;Yuan Renminbi
Nemesis 3: Time Lapse;12/21/2017;207;Romance;Arty Moreside;Hermia Muckian;Bengali;China;NC-17;153519994;Yuan Renminbi
High Fidelity;3/27/1985;140;Sci-Fi;Packston Cheesley;Antonietta Rosterne;Afrikaans;Pakistan;R;201470146;Rupee
Land Girls, The;11/20/1951;228;Thriller;Faun Farlambe;Hugues Leggen;Hindi;United States;R;645010593;Dollar
I-See-You.Com;9/20/1959;114;Sci-Fi;Tully Confort;Marcus Stoves;Romanian;Indonesia;PG-13;417841852;Rupiah
Fine-Tune;11/22/1910;189;Drama;Bobby Pasque;Cassie MacGarrity;Ndebele;Brazil;R;104210468;Real
Mother Night;07.07.1962;204;Comedy;Goldie Playhill;Kendall Bewlie;Haitian Creole;Bulgaria;G;347114201;Lev
Outside Ozona;09.10.1931;207;Romance;Wainwright Skaife d'Ingerthorpe;Marisa Tille;Swedish;Norway;G;894536571;Krone
Last Supper, The;7/14/1967;181;Horror;Deina Edmondson;Cari Beavington;Tajik;Mauritius;PG-13;820023533;Rupee
Chouga (Shuga);12/17/1928;187;Thriller;Nikola Rooper;Wenonah Antonik;Tok Pisin;Italy;R;53157119;Euro
Yossi (Ha-Sippur Shel Yossi);7/24/1912;140;Horror;Gifford Buttrey;Loraine Oxberry;Mongolian;Philippines;PG-13;881515091;Peso
Starbuck;5/20/1978;183;Drama;Danice Jorck;Lyndell McCook;Tamil;Norway;G;420356713;Krone
Good Time Max;2/27/2018;196;Comedy;Kissee Walles;Cort Fulcher;Kazakh;Cayman Islands;G;941893181;Dollar
Masquerade;7/15/2019;80;Sci-Fi;Juli Vargas;Natale Cosson;Yiddish;Pakistan;G;917818870;Rupee
When Strangers Appear;08.10.1913;132;Comedy;Mureil Askie;Cornela McTerry;Nepali;Serbia;G;845498138;Dinar
Ju-on: Black Ghost;11.07.2020;118;Horror;Tisha Dibdin;Des Worland;Tamil;Indonesia;R;124824679;Rupiah
Primus Hallucino-Genetics Live 2004;9/17/2022;195;Action;Devina Gabbatt;Lyndsey Mounter;New Zealand Sign Language;Indonesia;PG;660334660;Rupiah
Secret in Their Eyes, The (El secreto de sus ojos);3/26/1924;78;Romance;Margit Etienne;Willis Finan;Maltese;China;PG-13;179082401;Yuan Renminbi
Turtle's Tale 2: Sammy's Escape from Paradise, A (Sammy's avonturen 2) (Sammy's Adventures 2);6/15/1923;230;Romance;Aldrich Moses;Hazlett Everitt;Macedonian;Philippines;NC-17;800933203;Peso
Return to Paradise;12.07.1929;163;Thriller;Moss Brinsford;Rana Asbrey;Hiri Motu;Indonesia;PG;578409429;Rupiah
Human Capital (Il capitale umano);10/22/1942;237;Thriller;Maressa McGlaud;Maud Tutill;Danish;Peru;G;614101415;Sol
