dog_name=|=dog_breed=|=event_datetime=|=active=|=gender=|=sales=|=foodname=|=brand
Indian mynah=|=German Shepherd=|=2022-08-10T04:46:49Z=|=true=|=Male=|=623=|=Yokaline=|=Witold's and Jerzy's
Southern tamandua=|=Labrador Retriever=|=2021-01-09T06:11:44Z=|=false=|=Female=|=1504=|=Veal - Inside Round / Top, Lean=|=Sznippers
Cobra, cape=|=Boxer=|=2022-11-25T18:13:35Z=|=true=|=Male=|=443=|=Veal - Insides Provini=|=Kumciaczkos
African clawless otter=|=Golden Retriever=|=2022-03-01T07:14:27Z=|=true=|=Female=|=1631=|=Grapefruit - White=|=Miautex
Gemsbok=|=German Shepherd=|=2021-07-09T09:06:15Z=|=true=|=Male=|=1333=|=Soup Campbells Beef With Veg=|=Miautex
White-throated toucan=|=Rottweiler=|=2023-01-20T14:49:24Z=|=true=|=Female=|=1910=|=Sherry - Dry=|=Kumciaczkos
Eurasian red squirrel=|=Labrador Retriever=|=2021-01-11T02:45:26Z=|=true=|=Female=|=1152=|=Pike - Frozen Fillet=|=Sznippers
Eagle, bateleur=|=Rottweiler=|=2022-05-08T00:26:53Z=|=true=|=Male=|=423=|=Danishes - Mini Cheese=|=Miautex
Macaque, japanese=|=German Shepherd=|=2023-04-09T22:14:19Z=|=false=|=Male=|=303=|=Beans - Fava Fresh=|=Miautex
Wood pigeon=|=German Shepherd=|=2022-05-07T22:14:43Z=|=true=|=Female=|=1805=|=Wine - Pinot Noir Latour=|=Witold's and Jerzy's
Flamingo, chilean=|=Poodle=|=2020-04-30T13:19:19Z=|=false=|=Female=|=228=|=Barramundi=|=Sznippers
Jackal, silver-backed=|=Beagle=|=2023-04-12T06:52:33Z=|=true=|=Female=|=963=|=Cheese - Grie Des Champ=|=Kumciaczkos
Nutcracker, clark's=|=German Shepherd=|=2022-12-16T20:21:53Z=|=true=|=Male=|=1219=|=Pasta - Bauletti, Chicken White=|=Kloburg
Penguin, galapagos=|=Boxer=|=2023-05-18T21:15:41Z=|=true=|=Female=|=1311=|=Spinach - Frozen=|=Kumciaczkos
Goose, spur-winged=|=German Shepherd=|=2022-06-25T22:53:00Z=|=false=|=Male=|=1630=|=Wine - Casablanca Valley=|=Xen
Red-tailed phascogale=|=Golden Retriever=|=2021-09-01T22:03:07Z=|=true=|=Male=|=926=|=Paper Towel Touchless=|=Miautex
Heron, giant=|=Bulldog=|=2021-11-06T06:27:52Z=|=false=|=Female=|=575=|=Beans - Black Bean, Canned=|=Sznippers
Duck, mountain=|=Beagle=|=2023-04-10T22:09:06Z=|=false=|=Female=|=1777=|=Tomatoes - Grape=|=Holoubek Corp
Green-winged trumpeter=|=Dachshund=|=2023-01-14T23:56:18Z=|=false=|=Male=|=849=|=Shrimp - Black Tiger 8 - 12=|=Holoubek Corp
Greater adjutant stork=|=Labrador Retriever=|=2022-10-20T07:05:03Z=|=true=|=Female=|=804=|=Bread - French Stick=|=Witold's and Jerzy's
Starling, greater blue-eared=|=Bulldog=|=2022-09-15T19:21:44Z=|=true=|=Male=|=1127=|=Jerusalem Artichoke=|=Kloburg
Robin, white-throated=|=Bulldog=|=2022-12-18T06:59:33Z=|=true=|=Male=|=1158=|=Tart - Lemon=|=Kumciaczkos
Springhare=|=Bulldog=|=2020-12-21T20:53:47Z=|=true=|=Male=|=1876=|=Pork - Backs - Boneless=|=Sznippers
Parrot, hawk-headed=|=Rottweiler=|=2022-03-23T19:30:26Z=|=true=|=Female=|=460=|=Isomalt=|=Miautex
Red-legged pademelon=|=Golden Retriever=|=2021-10-03T00:33:44Z=|=false=|=Female=|=1222=|=Flower - Potmums=|=Holoubek Corp
Stork, jabiru=|=Boxer=|=2020-06-08T03:30:12Z=|=false=|=Male=|=930=|=Wine - Marlbourough Sauv Blanc=|=Miautex
Bird, pied butcher=|=Labrador Retriever=|=2023-03-12T13:44:26Z=|=false=|=Male=|=1489=|=Sauce - Bernaise, Mix=|=Xen
Dog, bush=|=Beagle=|=2021-01-17T03:58:10Z=|=false=|=Male=|=890=|=Pastry - Carrot Muffin - Mini=|=Xen
Gull, southern black-backed=|=Rottweiler=|=2020-10-05T17:10:20Z=|=true=|=Male=|=1506=|=Macaroons - Two Bite Choc=|=Holoubek Corp
Screamer, crested=|=Bulldog=|=2022-03-14T05:37:44Z=|=false=|=Female=|=1007=|=Carroway Seed=|=Witold's and Jerzy's
Cheetah=|=Labrador Retriever=|=2020-09-22T07:09:20Z=|=true=|=Male=|=982=|=Juice - Orange=|=Kumciaczkos
Gull, silver=|=Beagle=|=2021-03-16T08:07:44Z=|=false=|=Female=|=832=|=Energy Drink Red Bull=|=Kumciaczkos
Teal, hottentot=|=Poodle=|=2022-10-02T23:40:36Z=|=false=|=Female=|=1162=|=Lid - Translucent, 3.5 And 6 Oz=|=Kumciaczkos
Steller sea lion=|=Golden Retriever=|=2022-10-07T18:16:44Z=|=true=|=Female=|=428=|=French Pastry - Mini Chocolate=|=Sznippers
Squirrel, uinta ground=|=Rottweiler=|=2021-01-13T18:35:21Z=|=false=|=Male=|=265=|=Bay Leaf Ground=|=Kloburg
Australian pelican=|=Dachshund=|=2023-01-15T13:00:32Z=|=true=|=Female=|=1370=|=Tomatoes=|=Sznippers
Waxbill, black-cheeked=|=Poodle=|=2022-03-03T15:15:18Z=|=false=|=Female=|=1437=|=Raspberries - Fresh=|=Holoubek Corp
Crowned eagle=|=Dachshund=|=2020-06-26T10:07:36Z=|=false=|=Female=|=1574=|=Tart Shells - Sweet, 2=|=Holoubek Corp
Barrows goldeneye=|=Dachshund=|=2022-10-30T14:04:27Z=|=true=|=Genderqueer=|=940=|=Meldea Green Tea Liquor=|=Xen
Squirrel, smith's bush=|=Golden Retriever=|=2020-10-10T05:30:37Z=|=true=|=Male=|=1351=|=Tart Shells - Savory, 2=|=Xen
Cormorant, little=|=Boxer=|=2021-03-11T04:55:30Z=|=false=|=Female=|=1574=|=Oil - Cooking Spray=|=Kumciaczkos
Rat, desert kangaroo=|=Golden Retriever=|=2020-10-03T06:37:49Z=|=true=|=Male=|=173=|=Tomatoes - Cherry, Yellow=|=Holoubek Corp
African black crake=|=German Shepherd=|=2021-09-22T22:34:38Z=|=false=|=Female=|=1216=|=Bread - Granary Small Pull=|=Kloburg
Common wombat=|=Bulldog=|=2021-11-25T08:11:14Z=|=true=|=Male=|=1888=|=Salmon - Atlantic, No Skin=|=Miautex
Three-banded plover=|=German Shepherd=|=2021-09-07T07:39:12Z=|=true=|=Female=|=360=|=Sword Pick Asst=|=Witold's and Jerzy's
Baleen whale=|=Siberian Husky=|=2021-05-09T05:17:34Z=|=false=|=Polygender=|=1199=|=Kiwi=|=Xen
Fox, silver-backed=|=Golden Retriever=|=2020-04-19T09:11:38Z=|=true=|=Male=|=1155=|=Wine - Magnotta - Cab Franc=|=Miautex
Squirrel, indian giant=|=Beagle=|=2022-01-19T23:11:19Z=|=false=|=Polygender=|=1961=|=Temperature Recording Station=|=Xen
Legaan, water=|=Rottweiler=|=2022-11-19T03:49:31Z=|=false=|=Female=|=659=|=Bread - Multigrain Oval=|=Miautex
Land iguana=|=Beagle=|=2022-12-18T17:27:00Z=|=true=|=Male=|=307=|=Yoplait Drink=|=Miautex
Hawk-eagle, crowned=|=Labrador Retriever=|=2021-11-15T00:41:09Z=|=false=|=Male=|=531=|=Muffin Batt - Choc Chk=|=Holoubek Corp
Gecko, barking=|=German Shepherd=|=2022-06-08T13:24:24Z=|=false=|=Male=|=1944=|=Tomato - Green=|=Kloburg
Galapagos dove=|=Dachshund=|=2021-01-10T04:45:29Z=|=false=|=Male=|=1628=|=Pork - Hock And Feet Attached=|=Miautex
Lemur, brown=|=Poodle=|=2020-10-03T18:01:04Z=|=false=|=Male=|=213=|=Flour - Whole Wheat=|=Kumciaczkos
Northern phalarope=|=Labrador Retriever=|=2020-05-04T08:41:50Z=|=false=|=Male=|=1029=|=Pears - Bartlett=|=Kloburg
Fox, pampa gray=|=German Shepherd=|=2020-09-22T23:53:21Z=|=false=|=Male=|=1346=|=Pepper - White, Ground=|=Kloburg
Lorikeet, scaly-breasted=|=Poodle=|=2023-03-19T09:45:54Z=|=true=|=Female=|=1229=|=Teriyaki Sauce=|=Xen
Red-cheeked cordon bleu=|=Labrador Retriever=|=2022-10-11T09:43:25Z=|=false=|=Agender=|=1300=|=Pepper - White, Whole=|=Miautex
Crested screamer=|=Dachshund=|=2022-06-08T14:40:34Z=|=true=|=Male=|=107=|=Cranberries - Frozen=|=Xen
Arctic hare=|=Labrador Retriever=|=2022-05-28T10:18:25Z=|=true=|=Male=|=1215=|=Beer - Rickards Red=|=Sznippers
Toddy cat=|=Labrador Retriever=|=2021-01-08T05:17:49Z=|=true=|=Female=|=1174=|=Yogurt - Assorted Pack=|=Witold's and Jerzy's
Chickadee, black-capped=|=Golden Retriever=|=2020-11-07T01:29:43Z=|=false=|=Male=|=107=|=Wine - Cava Aria Estate Brut=|=Miautex
Squirrel, smith's bush=|=Siberian Husky=|=2020-10-28T09:09:21Z=|=false=|=Male=|=757=|=Coffee - Cafe Moreno=|=Holoubek Corp
Tawny eagle=|=Dachshund=|=2020-09-02T23:30:21Z=|=false=|=Male=|=380=|=Brandy - Orange, Mc Guiness=|=Sznippers
Jackrabbit, white-tailed=|=Boxer=|=2020-11-01T15:16:08Z=|=false=|=Male=|=846=|=Napkin Colour=|=Miautex
Squirrel, red=|=Boxer=|=2021-04-05T20:57:34Z=|=true=|=Female=|=1163=|=Chef Hat 20cm=|=Holoubek Corp
Woodrat (unidentified)=|=Poodle=|=2022-07-10T13:25:58Z=|=true=|=Male=|=919=|=Bread - White Mini Epi=|=Witold's and Jerzy's
Oryx, fringe-eared=|=Bulldog=|=2022-03-24T16:09:06Z=|=false=|=Female=|=1789=|=Bread - Rolls, Rye=|=Holoubek Corp
Masked booby=|=Bulldog=|=2022-09-30T18:08:29Z=|=true=|=Male=|=1505=|=Wine - Casillero Deldiablo=|=Witold's and Jerzy's
Sheep, red=|=Siberian Husky=|=2023-02-07T12:50:39Z=|=false=|=Male=|=689=|=Muffins - Assorted=|=Xen
Dove, ring=|=Poodle=|=2020-07-06T10:26:43Z=|=true=|=Male=|=1833=|=Monkfish - Fresh=|=Xen
Javan gold-spotted mongoose=|=Boxer=|=2022-06-27T23:14:34Z=|=false=|=Female=|=1525=|=Lobster - Tail, 3 - 4 Oz=|=Kumciaczkos
European wild cat=|=Dachshund=|=2022-10-23T12:39:43Z=|=false=|=Female=|=767=|=Lemon Tarts=|=Sznippers
Pronghorn=|=Golden Retriever=|=2020-11-28T23:26:42Z=|=true=|=Genderqueer=|=1144=|=Cheese - Le Cheve Noir=|=Xen
Arctic tern=|=Poodle=|=2021-04-30T05:59:43Z=|=true=|=Female=|=1077=|=Mushroom - Shitake, Fresh=|=Sznippers
Eagle, white-bellied sea=|=Siberian Husky=|=2022-10-19T19:44:02Z=|=false=|=Male=|=1375=|=Spaghetti Squash=|=Kumciaczkos
African jacana=|=Bulldog=|=2020-07-24T21:25:08Z=|=false=|=Male=|=1502=|=Tart Shells - Sweet, 3=|=Witold's and Jerzy's
Boar, wild=|=Rottweiler=|=2020-04-12T02:12:24Z=|=false=|=Female=|=957=|=Soup - Knorr, Veg / Beef=|=Sznippers
Lion, mountain=|=Rottweiler=|=2021-11-09T15:13:32Z=|=false=|=Male=|=1261=|=Lemon Pepper=|=Holoubek Corp
Cormorant, javanese=|=Beagle=|=2022-10-05T11:37:11Z=|=false=|=Male=|=751=|=Potatoes - Mini Red=|=Miautex
Whale, southern right=|=Siberian Husky=|=2022-01-01T00:15:53Z=|=true=|=Female=|=1649=|=Eel - Smoked=|=Kumciaczkos
Wolf spider=|=Rottweiler=|=2022-01-21T20:39:22Z=|=false=|=Male=|=1404=|=Potatoes - Peeled=|=Witold's and Jerzy's
Buttermilk snake=|=Beagle=|=2022-01-25T15:47:16Z=|=false=|=Female=|=301=|=Wine - Fat Bastard Merlot=|=Sznippers
Common seal=|=Siberian Husky=|=2022-05-01T22:41:37Z=|=false=|=Genderqueer=|=819=|=Towel - Roll White=|=Holoubek Corp
Lion, australian sea=|=Boxer=|=2020-12-25T09:44:20Z=|=false=|=Agender=|=242=|=Muffin Chocolate Individual Wrap=|=Sznippers
Oystercatcher, blackish=|=Dachshund=|=2022-06-18T18:49:43Z=|=true=|=Agender=|=1834=|=Magnotta Bel Paese Red=|=Xen
Roe deer=|=Rottweiler=|=2021-01-29T19:08:22Z=|=false=|=Male=|=885=|=Carrots - Mini, Stem On=|=Kumciaczkos
Legaan, ground=|=Bulldog=|=2020-10-04T16:35:06Z=|=true=|=Male=|=1280=|=Wine - Chianti Classica Docg=|=Kumciaczkos
Swan, black=|=German Shepherd=|=2022-06-19T08:09:49Z=|=true=|=Agender=|=1012=|=Mushrooms - Honey=|=Xen
Red-billed tropic bird=|=Siberian Husky=|=2021-05-07T17:08:51Z=|=false=|=Male=|=226=|=Jam - Raspberry,jar=|=Sznippers
White-necked raven=|=Boxer=|=2022-04-06T01:04:44Z=|=false=|=Female=|=300=|=Sugar - Splenda Sweetener=|=Witold's and Jerzy's
Dolphin, striped=|=German Shepherd=|=2020-04-15T23:33:57Z=|=true=|=Female=|=1158=|=Grenadine=|=Xen
Heron, little=|=German Shepherd=|=2022-02-17T00:37:42Z=|=true=|=Female=|=1806=|=Cheese - Mix=|=Kloburg
White-throated kingfisher=|=Siberian Husky=|=2021-01-08T11:51:25Z=|=false=|=Female=|=1457=|=Jerusalem Artichoke=|=Kumciaczkos
Waxbill, violet-eared=|=Poodle=|=2022-02-09T18:08:22Z=|=false=|=Female=|=1520=|=Apple - Delicious, Golden=|=Holoubek Corp
Woylie=|=Golden Retriever=|=2021-09-26T15:08:26Z=|=false=|=Male=|=687=|=Shrimp - 16/20, Iqf, Shell On=|=Witold's and Jerzy's
Eurasian badger=|=Beagle=|=2021-01-12T03:56:08Z=|=true=|=Male=|=819=|=Food Colouring - Green=|=Miautex
Pale-throated three-toed sloth=|=German Shepherd=|=2022-01-25T02:17:07Z=|=false=|=Male=|=1951=|=Carrots - Mini, Stem On=|=Witold's and Jerzy's
Puffin, horned=|=German Shepherd=|=2021-06-01T02:37:17Z=|=true=|=Male=|=644=|=Pernod=|=Miautex
Crocodile, nile=|=Beagle=|=2021-04-04T15:25:19Z=|=true=|=Male=|=996=|=Veal - Striploin=|=Kloburg
Grey mouse lemur=|=Boxer=|=2023-05-06T00:27:09Z=|=false=|=Male=|=517=|=Corn - On The Cob=|=Witold's and Jerzy's
Magnificent frigate bird=|=Boxer=|=2022-01-10T17:23:38Z=|=true=|=Non-binary=|=1992=|=Muffin Batt - Blueberry Passion=|=Witold's and Jerzy's
Creeper, black-tailed tree=|=Labrador Retriever=|=2021-12-29T16:58:47Z=|=true=|=Female=|=179=|=Island Oasis - Pina Colada=|=Holoubek Corp
African ground squirrel (unidentified)=|=Poodle=|=2022-11-07T08:07:21Z=|=true=|=Male=|=198=|=Nut - Pine Nuts, Whole=|=Kloburg
Barbet, crested=|=Poodle=|=2023-05-15T06:22:16Z=|=false=|=Male=|=105=|=Egg Patty Fried=|=Kloburg
Sifaka, verreaux's=|=Beagle=|=2021-02-01T09:32:53Z=|=false=|=Female=|=653=|=Soup - Cream Of Broccoli=|=Xen
Mountain duck=|=Boxer=|=2021-02-22T04:35:03Z=|=true=|=Female=|=304=|=Chocolate - Feathers=|=Kumciaczkos
Asian red fox=|=Golden Retriever=|=2021-01-25T05:32:16Z=|=true=|=Female=|=513=|=Trout - Smoked=|=Sznippers
Crow, american=|=Dachshund=|=2022-08-15T05:40:11Z=|=true=|=Bigender=|=876=|=Lemon Pepper=|=Witold's and Jerzy's
Long-billed cockatoo=|=Boxer=|=2023-04-23T18:00:11Z=|=false=|=Polygender=|=493=|=Calypso - Black Cherry Lemonade=|=Miautex
Wild water buffalo=|=Poodle=|=2021-06-27T20:23:03Z=|=false=|=Female=|=623=|=Pheasants - Whole=|=Holoubek Corp
Indian mynah=|=Bulldog=|=2022-03-14T01:50:39Z=|=true=|=Female=|=1045=|=Toothpick Frilled=|=Sznippers
Deer, spotted=|=Dachshund=|=2022-08-22T13:23:51Z=|=true=|=Male=|=134=|=Butter Ripple - Phillips=|=Kloburg
Arctic lemming=|=Beagle=|=2021-04-24T09:29:10Z=|=true=|=Female=|=1228=|=Container - Hngd Cll Blk 7x7x3=|=Miautex
Vulture, black=|=Golden Retriever=|=2022-05-26T22:51:25Z=|=false=|=Male=|=584=|=Pancetta=|=Xen
Skink, african=|=Rottweiler=|=2023-04-13T17:36:54Z=|=false=|=Genderqueer=|=1572=|=Carbonated Water - Blackcherry=|=Holoubek Corp
Ring dove=|=Poodle=|=2022-07-04T16:01:19Z=|=true=|=Female=|=1599=|=Appetizer - Tarragon Chicken=|=Holoubek Corp
Dog, raccoon=|=Rottweiler=|=2022-08-05T02:22:54Z=|=false=|=Male=|=644=|=Garbage Bags - Black=|=Xen
Pintail, bahama=|=Boxer=|=2022-04-04T20:32:06Z=|=true=|=Agender=|=944=|=Juice - Ocean Spray Cranberry=|=Holoubek Corp
Cape clawless otter=|=Golden Retriever=|=2022-04-12T23:17:04Z=|=true=|=Polygender=|=877=|=Wine - White, Lindemans Bin 95=|=Sznippers
Rhinoceros, black=|=Rottweiler=|=2022-12-23T21:16:57Z=|=true=|=Female=|=1731=|=Greens Mustard=|=Kumciaczkos
White-throated kingfisher=|=Boxer=|=2020-10-01T07:49:49Z=|=true=|=Female=|=800=|=Chicken - Wieners=|=Holoubek Corp
Hoary marmot=|=Rottweiler=|=2023-04-12T22:30:02Z=|=true=|=Female=|=1229=|=Beef - Tongue, Fresh=|=Holoubek Corp
Cottonmouth=|=Beagle=|=2022-01-09T02:39:50Z=|=true=|=Male=|=628=|=Wine - Ej Gallo Sonoma=|=Witold's and Jerzy's
Puma=|=Golden Retriever=|=2022-11-02T22:55:45Z=|=false=|=Female=|=721=|=Cheese - Valancey=|=Kloburg
Sunbird, lesser double-collared=|=Poodle=|=2022-04-01T06:40:08Z=|=false=|=Male=|=1645=|=Oil - Olive Bertolli=|=Kumciaczkos
Pied avocet=|=Poodle=|=2020-11-04T08:13:03Z=|=false=|=Genderqueer=|=1338=|=Cinnamon Rolls=|=Kumciaczkos
Hornbill, red-billed=|=Golden Retriever=|=2022-09-02T04:27:16Z=|=true=|=Male=|=1901=|=Olives - Morracan Dired=|=Witold's and Jerzy's
Lesser double-collared sunbird=|=Beagle=|=2021-12-06T22:29:19Z=|=false=|=Genderqueer=|=851=|=Scallops - In Shell=|=Miautex
Oriental short-clawed otter=|=Golden Retriever=|=2021-05-04T07:38:32Z=|=true=|=Male=|=877=|=Prunes - Pitted=|=Miautex
Dragon, western bearded=|=Bulldog=|=2021-07-14T18:43:19Z=|=false=|=Polygender=|=1033=|=Jello - Assorted=|=Holoubek Corp
Badger, american=|=Golden Retriever=|=2020-11-09T19:35:50Z=|=true=|=Female=|=890=|=Juice - V8, Tomato=|=Miautex
Raccoon, common=|=Golden Retriever=|=2021-05-20T13:03:43Z=|=true=|=Polygender=|=1086=|=Mushrooms - Black, Dried=|=Miautex
Gnu, brindled=|=Dachshund=|=2023-04-18T12:35:11Z=|=true=|=Female=|=146=|=Wine - Barossa Valley Estate=|=Holoubek Corp
Pronghorn=|=Bulldog=|=2020-07-14T09:47:20Z=|=false=|=Female=|=1089=|=Pastry - French Mini Assorted=|=Holoubek Corp
Brown hyena=|=Boxer=|=2021-04-11T06:43:57Z=|=false=|=Female=|=846=|=Shrimp - Black Tiger 8 - 12=|=Holoubek Corp
Antelope ground squirrel=|=Siberian Husky=|=2021-12-29T18:20:53Z=|=false=|=Male=|=1569=|=Curry Paste - Madras=|=Xen
Antelope, sable=|=Boxer=|=2022-03-14T23:11:00Z=|=false=|=Female=|=1418=|=Coffee - Cafe Moreno=|=Holoubek Corp
Verreaux's sifaka=|=Golden Retriever=|=2021-06-14T21:46:13Z=|=true=|=Male=|=815=|=Bananas=|=Witold's and Jerzy's
Blue-tongued lizard=|=Boxer=|=2022-02-11T04:29:00Z=|=false=|=Female=|=300=|=Puree - Mocha=|=Xen
White-browed sparrow weaver=|=Rottweiler=|=2023-01-16T04:22:27Z=|=true=|=Female=|=543=|=Wine - Mondavi Coastal Private=|=Witold's and Jerzy's
Sage grouse=|=Beagle=|=2022-06-24T11:12:48Z=|=true=|=Female=|=152=|=Cheese - Pont Couvert=|=Holoubek Corp
Huron=|=Bulldog=|=2021-11-29T23:19:59Z=|=true=|=Female=|=1088=|=Appetizer - Escargot Puff=|=Kumciaczkos
White-necked raven=|=Labrador Retriever=|=2022-01-02T11:13:11Z=|=true=|=Male=|=735=|=Onions - Red Pearl=|=Xen
Snake, racer=|=Labrador Retriever=|=2022-04-27T06:14:32Z=|=true=|=Male=|=572=|=Lid Tray - 12in Dome=|=Holoubek Corp
Duiker, common=|=German Shepherd=|=2021-07-22T22:53:43Z=|=true=|=Female=|=1095=|=Venison - Liver=|=Kloburg
Greater flamingo=|=Golden Retriever=|=2021-07-19T03:19:24Z=|=true=|=Male=|=449=|=Turkey - Breast, Bone - In=|=Holoubek Corp
Asian elephant=|=Boxer=|=2022-10-14T23:44:05Z=|=t
Crane, blue=|=German Shepherd=|=2021-01-30T17:57:
Mountain lion=|=Bulldog=|=2020-08-27T16:53:50Z=|=
Burrowing owl=|=Boxer=|=2021-07-22T16:53:22Z=|=tr
Phascogale, brush-tailed=|=Labrador Retriever=|=2
Jackal, black-backed=|=Poodle=|=2020-06-11T04:18:
Turaco, violet-crested=|=Siberian Husky=|=2020-11
Owl, white-browed=|=German Shepherd=|=2022-02-18T
Flightless cormorant=|=Bulldog=|=2022-11-26T13:25:52Z=|=false=|=Female=|=1565=|=Chocolate - Semi Sweet, Calets=|=Holoubek Corp
Glider, feathertail=|=German Shepherd=|=2020-07-23T03:38:13Z=|=false=|=Male=|=1252=|=Strawberries=|=Kloburg
Common pheasant=|=Poodle=|=2020-05-25T21:41:46Z=|=false=|=Male=|=1698=|=Wine - Red, Marechal Foch=|=Sznippers
Australian magpie=|=German Shepherd=|=2022-01-31T02:26:44Z=|=false=|=Female=|=1361=|=Flower - Commercial Spider=|=Miautex
Chacma baboon=|=Golden Retriever=|=2021-06-06T00:36:08Z=|=true=|=Female=|=1950=|=Cabbage - Nappa=|=Witold's and Jerzy's
Indian leopard=|=Beagle=|=2021-03-22T01:18:45Z=|=false=|=Male=|=1664=|=Pate - Cognac=|=Xen
Tinamou, elegant crested=|=Bulldog=|=2021-02-11T03:31:44Z=|=true=|=Female=|=1553=|=Red Currants=|=Holoubek Corp
Turtle, eastern box=|=Bulldog=|=2022-02-27T23:25:24Z=|=true=|=Male=|=104=|=Shopper Bag - S - 4=|=Kumciaczkos
Harbor seal=|=Bulldog=|=2021-07-27T14:45:45Z=|=false=|=Male=|=333=|=Wine - Chateauneuf Du Pape=|=Witold's and Jerzy's
Bent-toed gecko=|=German Shepherd=|=2021-05-13T17:37:37Z=|=true=|=Female=|=1333=|=Truffle Cups - Brown=|=Kumciaczkos
Roan antelope=|=Bulldog=|=2021-05-20T01:53:16Z=|=true=|=Female=|=275=|=Bagels Poppyseed=|=Kloburg
Dove, ring=|=German Shepherd=|=2020-11-14T08:45:43Z=|=false=|=Male=|=604=|=Uniform Linen Charge=|=Miautex
Mongoose, eastern dwarf=|=German Shepherd=|=2021-03-21T13:33:24Z=|=true=|=Male=|=1798=|=Cheese - Mix=|=Sznippers
Cereopsis goose=|=Siberian Husky=|=2021-03-10T01:58:19Z=|=false=|=Female=|=250=|=Lamb - Loin Chops=|=Holoubek Corp
Vulture, bengal=|=Golden Retriever=|=2022-12-11T05:34:48Z=|=false=|=Male=|=184=|=Caviar - Salmon=|=Kloburg
Seven-banded armadillo=|=Rottweiler=|=2022-07-08T04:59:18Z=|=true=|=Female=|=1151=|=Pasta - Lasagne, Fresh=|=Sznippers
Snake-necked turtle=|=German Shepherd=|=2020-12-30T02:17:34Z=|=false=|=Male=|=1661=|=Soup - Campbells Chili Veg=|=Miautex
Wild water buffalo=|=Beagle=|=2020-10-20T18:10:25Z=|=true=|=Female=|=1001=|=Ostrich - Fan Fillet=|=Kloburg
Western patch-nosed snake=|=Poodle=|=2023-04-04T04:39:56Z=|=false=|=Female=|=1221=|=Yogurt - Assorted Pack=|=Xen
White-browed sparrow weaver=|=German Shepherd=|=2022-01-27T02:21:22Z=|=true=|=Male=|=1625=|=Soup - Base Broth Beef=|=Kumciaczkos
Tern, royal=|=Golden Retriever=|=2021-10-17T23:59:07Z=|=true=|=Female=|=752=|=Wine - Cave Springs Dry Riesling=|=Xen
Baboon, savanna=|=Bulldog=|=2020-07-02T19:28:10Z=|=false=|=Female=|=1871=|=Quinoa=|=Witold's and Jerzy's
Arboral spiny rat=|=Dachshund=|=2022-01-02T08:29:01Z=|=true=|=Male=|=1575=|=Shrimp - 21/25, Peel And Deviened=|=Miautex
Boar, wild=|=Siberian Husky=|=2021-06-23T19:56:11Z=|=false=|=Female=|=165=|=Filling - Mince Meat=|=Miautex
Hornbill, southern ground=|=Dachshund=|=2023-02-12T14:18:28Z=|=true=|=Agender=|=624=|=Melon - Watermelon, Seedless=|=Holoubek Corp
Wallaby, red-necked=|=Beagle=|=2020-09-05T02:38:57Z=|=false=|=Male=|=1262=|=Food Colouring - Red=|=Kumciaczkos
Genet, common=|=Bulldog=|=2021-04-17T08:31:45Z=|=false=|=Male=|=1301=|=Soup - Campbells Chicken=|=Miautex
Giant heron=|=Rottweiler=|=2023-04-25T14:41:15Z=|=true=|=Female=|=522=|=Coffee - Irish Cream=|=Kloburg
Bushpig=|=Beagle=|=2021-05-19T11:06:31Z=|=false=|=Female=|=1801=|=Bread - Rosemary Focaccia=|=Kloburg
Kingfisher, pied=|=Poodle=|=2022-10-06T11:13:20Z=|=true=|=Male=|=1592=|=Vermouth - Sweet, Cinzano=|=Holoubek Corp
Malabar squirrel=|=Dachshund=|=2020-07-26T11:54:07Z=|=true=|=Male=|=1222=|=Wine - Remy Pannier Rose=|=Sznippers
Caribou=|=German Shepherd=|=2020-09-29T16:13:09Z=|=false=|=Male=|=480=|=Yeast - Fresh, Fleischman=|=Kloburg
Lilac-breasted roller=|=Poodle=|=2022-02-05T02:20:05Z=|=false=|=Male=|=368=|=Cup Translucent 9 Oz=|=Witold's and Jerzy's
Kingfisher, white-throated=|=Poodle=|=2023-05-07T15:08:40Z=|=false=|=Male=|=835=|=Chocolate Bar - Reese Pieces=|=Miautex
Yellow-bellied marmot=|=German Shepherd=|=2023-03-23T05:17:06Z=|=true=|=Male=|=1087=|=Wine - Mondavi Coastal Private=|=Sznippers
Fox, asian red=|=Beagle=|=2023-01-30T14:25:59Z=|=false=|=Male=|=1539=|=Salmon - Smoked, Sliced=|=Kloburg
Squirrel, pine=|=Poodle=|=2023-05-02T14:16:44Z=|=false=|=Agender=|=1970=|=Bread - Frozen Basket Variety=|=Witold's and Jerzy's
Creeper, black-tailed tree=|=Rottweiler=|=2020-11-28T09:38:42Z=|=false=|=Female=|=1732=|=Pepper - Yellow Bell=|=Kumciaczkos
Siskin, yellow-rumped=|=Poodle=|=2021-04-04T12:56:02Z=|=false=|=Male=|=1154=|=Transfer Sheets=|=Witold's and Jerzy's
Bettong, brush-tailed=|=Labrador Retriever=|=2020-05-17T19:55:00Z=|=true=|=Male=|=1054=|=Wine - Sawmill Creek Autumn=|=Holoubek Corp
Red kangaroo=|=Bulldog=|=2021-12-30T08:17:55Z=|=false=|=Female=|=228=|=Beer - Upper Canada Lager=|=Miautex
Feathertail glider=|=Beagle=|=2021-02-24T19:58:41Z=|=false=|=Female=|=716=|=Scallops - U - 10=|=Kloburg
